Participant ID,gender,Level,Time,PosX,PosY,PosZ,Facing Angle
11,1,-1,20.08889,0.6195406,0.816872,-2.0631,290.4783
11,1,-1,20.31111,0.6164776,0.8184586,-2.058182,292.1851
11,1,-1,20.53333,0.6206726,0.8189976,-2.058342,286.8028
11,1,-1,20.75556,0.6322752,0.8235159,-2.066608,276.0133
11,1,-1,20.97778,0.6442844,0.8223751,-2.07011,271.6574
11,1,-1,21.2,0.654204,0.8241048,-2.069439,268.2671
11,1,-1,21.42222,0.6758115,0.8249174,-2.080159,259.319
11,1,-1,21.64445,0.7302105,0.8282993,-2.092861,244.6323
11,1,-1,21.86667,0.8199493,0.8305529,-2.109303,227.7149
11,1,-1,22.08889,0.9081591,0.8118082,-2.152472,219.7992
11,1,-1,22.31111,0.9630643,0.7739054,-2.203465,215.9203
11,1,-1,22.53333,0.9694415,0.7423713,-2.237181,211.866
11,1,-1,22.75556,0.969689,0.7311888,-2.24114,211.4808
11,1,-1,22.97778,0.970354,0.7320408,-2.239624,210.7974
11,1,-1,23.2,0.970421,0.7314429,-2.23897,210.4984
11,1,-1,23.42222,0.9696866,0.7309572,-2.238544,209.7335
11,1,-1,23.64445,0.9701668,0.7310738,-2.238506,209.7615
11,1,-1,23.86667,0.97007,0.7309711,-2.238518,209.7672
